address,agentRef,bedrooms,development,identifier,latitude,longitude,outcode,price,propertyType,status,telephoneNumber,tenureType,transactionTypeId,updateDate,publicsiteUrl
"St. George's Square, SW1V",X56908_1,2,False,55953982,51.48636069700342,-0.1336851508620634,SW1V,1195000,flat,Removed,020 8012 3782,Share of Freehold,1,2017/09/01 05:45:50,http://www.rightmove.co.uk/property-for-sale/property-55953982.html
"Semley House, Semley Place, London, SW1W",SLO160082,2,False,63586952,51.492104956644944,-0.15001672923315448,SW1W,695000,apartment,Sold STC,020 8012 2902,Leasehold,1,2017/11/01 05:46:01,http://www.rightmove.co.uk/property-for-sale/property-63586952.html
"Carlisle Place, Westminster, SW1P 1HX",335533,3,False,39056181,51.495100022203104,-0.14038731160695686,SW1P,2350000,flat,Removed,020 8012 1875,,1,2017/07/18 15:54:14,http://www.rightmove.co.uk/property-for-sale/property-39056181.html
"Eaton Place, London, SW1X",BGP160033,2,False,62201294,51.49640361232785,-0.1545968970837362,SW1X,4850000,apartment,,020 8012 4035,Leasehold,1,2017/11/06 09:47:49,http://www.rightmove.co.uk/property-for-sale/property-62201294.html
"Pimlico Road, London, SW1W",BEL040560,3,False,44592651,51.49059763652435,-0.1513741853677373,SW1W,2750000,terraced house,Sold STC,020 8012 1760,Freehold,1,2017/09/05 09:05:37,http://www.rightmove.co.uk/property-for-sale/property-44592651.html
"Sutherland Street, London, SW1V",CSV111988,2,False,45061917,51.48852051503967,-0.14512034475410676,SW1V,945000,apartment,,020 8012 4070,Share of Freehold,1,2017/10/31 16:51:17,http://www.rightmove.co.uk/property-for-sale/property-45061917.html
"Tachbrook Street, London",PWO000499,1,False,38049242,51.49000346199062,-0.136561383365705,SW1V,340,flat,Let Agreed,020 8012 0218,,2,2015/03/01 04:39:26,http://www.rightmove.co.uk/property-to-rent/property-38049242.html
"Lincoln House, SW3",KNI140205,2,False,44648649,51.50064836912346,-0.1614853699012111,SW3,3195000,apartment,Sold STC,020 8012 8915,Leasehold,1,2017/08/01 09:51:04,http://www.rightmove.co.uk/property-for-sale/property-44648649.html
"Kinnerton Street, Belgravia, SW1X",KEN034,2,False,36878904,51.49997,-0.157,SW1X,3750000,town house,,020 8012 8913,Freehold,1,2017/06/08 15:01:50,http://www.rightmove.co.uk/property-for-sale/property-36878904.html
"Moreton Place, London, SW1V",PIL100102_L,1,False,69664931,51.489480268480094,-0.13759103393375893,SW1V,460,apartment,,020 8012 4071,,2,2017/11/07 12:01:57,http://www.rightmove.co.uk/property-to-rent/property-69664931.html
"Lyall Mews West, Belgravia, London, SW1X",LYALLM81,2,False,33067542,51.49587799571953,-0.15548251741791472,SW1X,850,mews house,Let Agreed,020 8012 4027,,2,2015/02/02 14:15:32,http://www.rightmove.co.uk/property-to-rent/property-33067542.html
"Cheylesmore House Pimlico, London SW1W",WNKPIM000177,2,False,15606164,51.48868997719674,-0.15015496327429992,SW1W,399950,flat,Under Offer,020 7828 1786,,1,2014/09/11 20:42:13,http://www.rightmove.co.uk/property-for-sale/property-15606164.html
"Page Street, London",KWY102641,2,False,61277633,51.493255239730864,-0.1318189452430294,SW1P,645000,apartment,Sold STC,020 8012 1550,Leasehold,1,2017/08/22 09:21:48,http://www.rightmove.co.uk/property-for-sale/property-61277633.html
"Carlisle Mansions, Carlisle Place, London",PIM150134,3,False,53434207,51.495135,-0.140357,SW1P,1999950,flat,Sold STC,020 8012 3809,Leasehold,1,2017/11/21 11:09:31,http://www.rightmove.co.uk/property-for-sale/property-53434207.html
"Charlwood Place, SW1V",X56680_1,2,False,55334860,51.49093643156291,-0.13868409133864573,SW1V,775000,flat,Removed,020 8012 3782,Share of Freehold,1,2017/09/01 05:45:50,http://www.rightmove.co.uk/property-for-sale/property-55334860.html
"Medway Street, Westminster, SW1P 2TB",360871,2,False,61872815,51.49595583363934,-0.13199666020691037,SW1P,995000,flat,Removed,020 8012 1875,,1,2017/07/18 15:54:14,http://www.rightmove.co.uk/property-for-sale/property-61872815.html
"Douglas Street, Westminster, SW1P 4PA",399450,,False,59503207,51.491356,-0.133956,SW1P,425000,Studio flat,,020 8012 1875,,1,2017/09/18 10:45:08,http://www.rightmove.co.uk/property-for-sale/property-59503207.html
"Page Street, London",KWY102617,2,False,60439682,51.493250652006296,-0.13153101795695274,SW1P,550000,apartment,,020 8012 1550,Leasehold,1,2017/08/22 09:21:48,http://www.rightmove.co.uk/property-for-sale/property-60439682.html
"Groom Place, Belgravia, SW1X",1752,2,False,42121567,51.499402416942196,-0.15087385768328823,SW1X,1500,house,,020 8012 4447,,2,2017/11/15 17:00:40,http://www.rightmove.co.uk/property-to-rent/property-42121567.html
"Hogarth House, Erasmus Street, London",PIM160074,1,False,55134061,51.49179212910862,-0.1302941778665184,SW1P,625000,flat,,020 8012 3809,,1,2017/09/19 16:30:01,http://www.rightmove.co.uk/property-for-sale/property-55134061.html
"West Eaton Place, London, SW1X",ECS160037,1,False,41187882,51.4944514272417,-0.15626040731124816,SW1X,1475000,apartment,,020 8012 3126,Leasehold,1,2017/09/27 10:54:54,http://www.rightmove.co.uk/property-for-sale/property-41187882.html
"Regency House, Regency Street, Westminster, London",1079,2,False,43999119,51.494340523007196,-0.13220675680433808,SW1P,795000,flat,Sold STC,020 8012 3748,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-43999119.html
"Anson House, Churchill Gardens, Churchill Gardens Estate, London, SW1V",BEL140007,2,False,54731578,51.48576978592627,-0.14177516677271917,SW1V,529950,apartment,Sold STC,020 8012 4950,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-54731578.html
"Sullivan House, Churchill Gardens, London, SW1V",WSS160014,2,False,45985317,51.48609408772707,-0.14521881376396,SW1V,450000,apartment,Sold STC,020 8012 9064,Leasehold,1,2017/02/12 07:06:10,http://www.rightmove.co.uk/property-for-sale/property-45985317.html
"Wilton Row, Belgravia, London, SW1X",KNH160057,4,False,56032933,51.50143395244594,-0.15424961599869985,SW1X,10000000.0,mews house,Sold STC,020 8012 3126,Freehold,1,2017/09/27 10:54:54,http://www.rightmove.co.uk/property-for-sale/property-56032933.html
"Eaton Place,
London,
SW1X",EatonPlace4m,3,False,7436031,51.4978052226974,-0.15223514330255108,SW1X,4000000,ground maisonette,Sold STC,020 7730 9253,"Leasehold, 93 years remaining",1,2017/11/08 15:28:12,http://www.rightmove.co.uk/property-for-sale/property-7436031.html
"Warwick Way, London, SW1V",PIM160063,2,False,58460648,51.491180082550855,-0.14270758789901572,SW1V,1175000,apartment,Sold STC,020 8012 2895,Leasehold,1,2017/11/01 05:46:03,http://www.rightmove.co.uk/property-for-sale/property-58460648.html
"Horsley Court, Montaigne Close, Westminster, London",1061,2,False,41173668,51.49243037785501,-0.13084428335763174,SW1P,1625000,flat,Sold STC,020 8012 3748,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-41173668.html
"St Georges Square, London, SW1V",halp3765829,2,False,42019001,51.48926621707091,-0.13543908519235723,SW1V,585,flat,,020 8012 2906,,2,2017/11/09 15:34:16,http://www.rightmove.co.uk/property-to-rent/property-42019001.html
"Eccleston Square, London, SW1V",27233772,2,False,50213664,51.492085597597544,-0.14310294611030633,SW1V,1000000,ground floor flat,,020 8012 4815,,1,2017/11/22 09:38:16,http://www.rightmove.co.uk/property-for-sale/property-50213664.html
"& A Half, Sutherland Street, London",PIM110124,2,False,44804922,51.48816559841117,-0.14542283107671464,SW1V,1350000,terraced house,Sold STC,020 8012 1391,Freehold,1,2017/09/19 15:59:05,http://www.rightmove.co.uk/property-for-sale/property-44804922.html
"Warwick Square, London",PIM160046,2,False,54013183,51.49140861140585,-0.14010537427220449,SW1V,650000,flat,Sold STC,020 8012 3809,Share of Freehold,1,2017/09/19 16:30:01,http://www.rightmove.co.uk/property-for-sale/property-54013183.html
"Moreton Place, London, SW1V",26379286,1,False,42923445,51.489480268480094,-0.13759103393375893,SW1V,650000,flat,Under Offer,020 8012 4815,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-42923445.html
"Vincent House, Westminster",6228794,2,False,57938612,51.492301087882005,-0.13401876880198335,SW1P,1050000,flat,Withdrawn from Market,020 8012 1335,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-57938612.html
"Rutherford Street, London, SW1P",5CM,1,False,65119790,51.49426212007242,-0.13293026458771415,SW1P,425,flat,,020 8012 0971,,2,2017/07/28 10:11:09,http://www.rightmove.co.uk/property-to-rent/property-65119790.html
"Denbigh Street, London, SW1V",26315451,1,False,42351348,51.489046932963454,-0.13861700090163215,SW1V,550000,flat,Under Offer,020 8012 4815,,1,2017/09/27 11:59:02,http://www.rightmove.co.uk/property-for-sale/property-42351348.html
"Carey Mansions, Rutherford Street, London",PIM160040,,False,53554444,51.494289,-0.132915,SW1P,395000,Studio flat,Sold STC,020 8012 3809,Leasehold,1,2017/11/21 11:09:36,http://www.rightmove.co.uk/property-for-sale/property-53554444.html
"Elizabeth Street, Belgravia, SW1W",167350,4,False,48720175,51.494116101211304,-0.15209620486571301,SW1W,2500,property,,020 8012 1167,,2,2017/11/06 10:18:23,http://www.rightmove.co.uk/property-to-rent/property-48720175.html
"Victoria Square, London, SW1W",Victoriasquare,5,False,58777523,51.49742423838936,-0.14519110744118222,SW1W,6100000,town house,Sold STC,020 8012 7472,,1,2017/08/16 16:12:34,http://www.rightmove.co.uk/property-for-sale/property-58777523.html
"Cadogan Lane, London, SW1X",RUS160066,4,False,42042795,51.49571410820862,-0.15649758653131418,SW1X,3950000,terraced house,,020 8012 2856,Freehold,1,2017/10/24 11:53:52,http://www.rightmove.co.uk/property-for-sale/property-42042795.html
"Belgravia House, Halkin Place, London",KBR100253,3,False,54596149,51.4983180193397,-0.15624844819259986,SW1X,2250000,flat,Sold STC,020 8012 3806,Leasehold,1,2017/03/20 14:32:50,http://www.rightmove.co.uk/property-for-sale/property-54596149.html
"Greencoat Place,
London,
SW1P",16-GPV,2,False,44751134,51.495245488336394,-0.1382204377590195,SW1P,545,triplex,Let Agreed,020 8012 6516,,2,2017/04/24 17:25:53,http://www.rightmove.co.uk/property-to-rent/property-44751134.html
"Eaton Square, Belgravia, London, SW1W",SLA140254,4,False,66921881,51.49632420021366,-0.14955776830862633,SW1W,25000000.0,flat,Under Offer,020 8012 3479,Leasehold,1,2017/09/29 18:10:18,http://www.rightmove.co.uk/property-for-sale/property-66921881.html
"Clabon Mews, London, SW1X",RUS160058,4,False,41655129,51.49435532730802,-0.16159452006421451,SW1X,6950000,terraced house,,020 8012 2856,Freehold,1,2017/10/24 11:53:52,http://www.rightmove.co.uk/property-for-sale/property-41655129.html
"Belgrave Mews North, Belgravia, London, SW1X",MLE160038,3,False,55439908,51.50028152921443,-0.15530473074341306,SW1X,3650000,mews house,Sold STC,020 8012 6687,Freehold,1,2017/11/23 15:10:45,http://www.rightmove.co.uk/property-for-sale/property-55439908.html
"St. Georges Drive, London",PIM160033,2,False,53816827,51.490479378485844,-0.14388845270720726,SW1V,995000,flat,,020 8012 1391,Leasehold,1,2017/09/19 15:59:05,http://www.rightmove.co.uk/property-for-sale/property-53816827.html
"Page Street, Westminster, SW1P 4EZ",335931,1,False,39192216,51.493677036852326,-0.13007299533201477,SW1P,495000,flat,Removed,020 8012 1875,,1,2017/07/18 15:54:14,http://www.rightmove.co.uk/property-for-sale/property-39192216.html
